share_count,post_count,follower_count,following_count,role_A,role_U,is_verified_False,has_wallet_False,has_wallet_True,is_online_False,is_online_True,username,user_id
0.0,1.8713970762214718,10.844973351778325,6.019697682303564,1.0,0.0,1.0,0.0,1.0,0.0,1.0,afrobeezy,1
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,doey,2
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,doeyy,3
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,doeyyy,4
0.0,31.53947941059941,24.576959463734266,12.993217973297522,1.0,0.0,1.0,0.0,1.0,1.0,0.0,kinha,5
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,hackinet,6
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,aisha123,7
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,sa123,8
0.0,0.36625197470286175,4.80289946251771,2.920355330750693,0.0,1.0,1.0,0.0,1.0,1.0,0.0,mike,9
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,alpha,10
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,alpha1,11
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Sachin,12
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,sachin123,13
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,maya,14
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,soulll,15
0.0,-0.0016723834461317903,2.056502240126522,1.3706841549742572,0.0,1.0,1.0,1.0,0.0,1.0,0.0,michaeldadziie,16
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000810.fc595c03d0ae41ceae9c93372d24ea95.1728,17
0.0,0.13211829224441132,9.197135018343612,5.244862094415346,1.0,0.0,1.0,0.0,1.0,1.0,0.0,jack,18
0.0,-0.03512005236876757,8.098576129387137,11.443546797521089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,johntest,19
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000336.91170904bf0a4c49a5318f8dd60bf808.1344,20
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,socialtest,22
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,SachinKinha,23
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001248.8b63a97c73084e308d4efed904b25afd.1518,24
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001455.c12453eb3abb42e2bac55363da6b32d2.0037,25
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000863.a8bf84087039412e8af91caa38408d6b.0547,26
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000793.d70553f319d94ffaaaa98c40ec68eea3.1032,27
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000897.b36aa85b75704545af4a61143f6856bd.1933,28
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000956.4c0e951ad8b44ff4954663b6bba69810.0127,29
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,sarah,30
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Truth,31
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000205.c9295afebced4ceb96d0f7676a0ac604.0951,32
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000147.63cb6bee44e647aab0da3ea7b8645c5f.1033,33
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001761.a36ebdbfb3c246beb2d1d03cc77bf009.1029,34
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,JohnDoeUsername,35
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,elimisteve,36
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000526.db1bae2b0b954016831dbfaea069d15e.0215,37
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000546.ecffafac6b704e3eae3a44839033d230.1601,38
0.0,0.1655659611670471,3.7043405735612347,2.1455197428624753,0.0,1.0,1.0,0.0,1.0,1.0,0.0,swapnil,39
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001461.5bcb267016d7471082d9010e18b9782b.0042,40
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001087.ad76dd1dee6f476d84c155661df98fff.1314,41
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000011.c33f3c2b12f14bf39a63284a6fea5ad7.1330,43
0.0,0.03177528547650399,2.6057816846047595,2.920355330750693,0.0,1.0,1.0,1.0,0.0,1.0,0.0,tarak,44
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000183.19d306c63be94cfba6181f528710ac72.2250,45
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000757.a50e82fd2c4243758e672c0912e1415c.2331,46
0.0,-0.03512005236876757,-0.14061553778642885,1.3706841549742572,0.0,1.0,1.0,0.0,1.0,1.0,0.0,BodyByRaaj,47
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001998.75e1150cb18e44ff9cb1f599001e1689.0739,48
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001909.c212cb000d3246c78b971968f1d1ddd0.1430,49
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001893.71341311c5ef4ebf9c3aead59ff9075f.1809,50
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001366.a5336ee18c6145f195eef62ba05976c2.0006,51
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001134.cbe228b1d6e243caaa5352a62379d7bb.0113,52
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Justice,53
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000735.6477f6d275254431b394d36073374116.1113,54
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000347.a4ff4ec34ca24ad0a9efea5d74dca50e.1526,55
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000230.2c956983d2b14256ab00284d84cb7ef3.1119,56
0.0,-0.03512005236876757,-0.14061553778642885,0.5958485670860395,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001882.b774dda6b5944728b11963597b76ca95.1203,57
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001233.62fc4b0a666d4989a9401e489217b29c.2047,58
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,002025.8b952605c5154907b93a37250130e9a2.0109,59
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000429.2722a574121841829569cbb85737140f.0051,60
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000819.9c3b2302f8ae4b23904bfd200d3a8d4f.1016,61
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001376.80789f535b434b03bde684bcce17548e.1547,62
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001927.63a47dabd2034b889c295bcc1257d2df.1558,63
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000303.be708e25264140db8be1cebba7707a28.2119,64
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000696.b213405e4294424bb1999815127bfe1c.0425,65
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000683.70082eeaa84b4816bb56b966dc9e6568.0722,66
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001153.9ff163adaa53430ab00844ddadde6a8c.1626,67
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001757.6c51aa3a5f62407b8b6b3503290d7c17.1734,68
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,valentine360,69
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000146.566787d21ddf4b49a33d4431c62af5ca.0546,70
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000119.de18077eaf40490a85edd30210cbae60.0627,71
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001396.b98149eedfe24164ae08c1b302fffb7a.1805,72
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000429.829b1519503b44dbbac1ffb7db5dc5e7.0250,73
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001949.5f95384a28ad4fabb67e37ff9884ed13.1142,74
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000368.ff6fe91f510347a888a15ec9958bc83f.1227,75
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001909.8d1d4e404efb4cb0b9830091a93c3c99.0619,76
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000845.0117b20e90f94c87abf936d267958085.1312,77
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001439.850d40b149f942c0bc17615c703acc53.1640,78
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001246.23a3c98201ad4e00bc193508b62f1be3.2212,79
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001825.bda75c650f35418dbc7433e75f0b26be.0343,80
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001461.d9bcecc826d44d3682c6e309a7f07466.0431,81
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000973.6329fee72b6c4a7eac5c5c313f118a90.1417,82
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000488.c3cc5b151bc443dea48f4a3491832cd4.1613,83
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001161.b8dc7c652b9c4e3d94a2a43ad1e970ea.1734,84
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000819.8879805fec3a4aff85ea0e5e3072fdff.2315,85
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001400.ec54d28eaaa64b88b728547cb112006b.0114,86
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000560.735b7150b6314ace90906f40902a9134.1517,87
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000135.7d5632eabfc54750aaef3c99bce3dd12.2311,88
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000648.f6b32b76e36142e0850ccd2f35b3d47c.1931,89
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000702.fd53573a0624455ab6551a361cdcecb3.0941,90
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001208.28622c9e155e47c78dc9b3cc55590246.1441,91
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001949.aa1059d9e7f54ec8b01c725ec02dff98.0716,92
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001732.caafd7fd480e473d9b86f4005b416ec5.1331,93
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000785.5569a801bd0f468aa0027e0b2cdfcbe0.0537,94
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001590.c6f0d08d09684169bf1b52f51aafa4f2.1149,95
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000249.6addf8b5d6fc4829b1876114550376ce.1913,96
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000124.59518098dba04f8982129e74e368724a.1733,97
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000706.2c5bf0f5e9314d65bf19cbbf94ecae58.2004,98
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000186.d4687ff496ac4c9a9adb7326259c48a3.1606,99
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001359.5e8c56d29e964c9294d5ee61784d76d1.0834,100
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000568.e5ed4277bffc4b98b1c589d35093236b.2222,101
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000857.182c2b5d4d044cd1ac93362ad4392d68.0230,102
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000919.d9cce8c35ae842e5beb5887020d8b456.1707,103
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000856.2873ccae33b2432aa0e1489dad2a2359.2334,104
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000606.408ee1b543a94be590caf244deb248c1.0417,105
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000620.c43b0b69c0534c808822757e73218909.1242,106
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001061.dcffcb7d1bc04b7aa638d432e1755239.1706,107
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000547.2686f0eadbde477f90df859bff527707.0745,108
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001581.7bcdbe4d29a242b289e3d566c6809b8a.1342,109
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000964.cbb458ef57e74069892b70063cd3c332.0339,110
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,001818.f60d304c9df04fc48d1f360ef3fcb35c.1137,111
0.0,-0.03512005236876757,-0.14061553778642885,-0.17898702080217832,0.0,1.0,1.0,1.0,0.0,1.0,0.0,000954.a1b1b8691086425395549e1214138cce.0819,112
